#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:1902531	Regulation of intracellular signal transduction	25	1726	0.99	1.7	1.14e-18	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	EP300,IL1B,PIK3CA,FGF2,EGF,TP53,ERBB2,EGFR,ATM,FN1,JUN,PTEN,SRC,BRCA2,JAK2,GRB2,BCL2,IL6,TNF,ESR1,BRCA1,AKT1,MYC,PTPN11,CTNNB1
GO:0035556	Intracellular signal transduction	24	1518	1.03	1.82	1.45e-18	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,EGF,TP53,ERBB2,EGFR,ATM,JUN,PTEN,SRC,BRCA2,JAK2,GRB2,BCL2,TNF,BRCA1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0010628	Positive regulation of gene expression	22	1146	1.12	2.08	4.45e-18	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000346839,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	EP300,IL1B,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,RUNX1,FN1,SRC,JAK2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0031325	Positive regulation of cellular metabolic process	28	3114	0.79	1.15	4.45e-18	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,RUNX1,JUN,PTEN,SRC,BRCA2,JAK2,GRB2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0042127	Regulation of cell population proliferation	24	1669	0.99	1.68	5.03e-18	9606.ENSP00000227507,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000495360	CCND1,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,RUNX1,FN1,JUN,PTEN,SRC,BRCA2,JAK2,BCL2,IL6,TNF,ESR1,AKT1,MYC,CTNNB1
GO:0051173	Positive regulation of nitrogen compound metabolic process	28	3166	0.78	1.13	5.03e-18	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,RUNX1,FN1,JUN,PTEN,SRC,BRCA2,JAK2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0009893	Positive regulation of metabolic process	29	3847	0.71	0.99	6.60e-18	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,RUNX1,FN1,JUN,PTEN,SRC,BRCA2,JAK2,GRB2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0042325	Regulation of phosphorylation	22	1251	1.08	1.94	1.09e-17	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,FN1,JUN,PTEN,SRC,JAK2,BCL2,IL6,TNF,PIK3R1,AKT1,PTPN11
GO:0009966	Regulation of signal transduction	27	2978	0.79	1.15	4.02e-17	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,FN1,JUN,PTEN,SRC,BRCA2,JAK2,GRB2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0007275	Multicellular organism development	29	4209	0.67	0.91	5.24e-17	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,RUNX1,FN1,JUN,PTEN,SRC,BRCA2,JAK2,GRB2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0008284	Positive regulation of cell population proliferation	20	945	1.16	2.18	5.24e-17	9606.ENSP00000227507,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000495360	CCND1,IL1B,PIK3CA,FGF2,STAT3,EGF,ERBB2,EGFR,FN1,JUN,PTEN,SRC,JAK2,BCL2,IL6,TNF,ESR1,AKT1,MYC,CTNNB1
GO:0010604	Positive regulation of macromolecule metabolic process	28	3533	0.73	1.02	5.24e-17	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,RUNX1,FN1,JUN,PTEN,SRC,BRCA2,JAK2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0048732	Gland development	16	419	1.41	3.09	1.30e-16	9606.ENSP00000227507,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000451828,9606.ENSP00000495360	CCND1,PIK3CA,FGF2,EGF,EGFR,ATM,JUN,PTEN,SRC,JAK2,BCL2,IL6,TNF,ESR1,AKT1,CTNNB1
GO:0051239	Regulation of multicellular organismal process	26	2749	0.81	1.18	1.50e-16	9606.ENSP00000227507,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000300305,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,RUNX1,FN1,JUN,PTEN,SRC,BRCA2,JAK2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0048513	Animal organ development	27	3246	0.75	1.06	2.09e-16	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,RUNX1,FN1,JUN,PTEN,SRC,BRCA2,JAK2,GRB2,BCL2,IL6,TNF,ESR1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0008283	Cell population proliferation	18	712	1.23	2.41	2.74e-16	9606.ENSP00000227507,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000300305,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000451828,9606.ENSP00000495360	CCND1,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,RUNX1,JUN,PTEN,SRC,BRCA2,BCL2,IL6,TNF,ESR1,AKT1,CTNNB1
GO:0051247	Positive regulation of protein metabolic process	22	1512	0.99	1.65	2.74e-16	9606.ENSP00000227507,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,FN1,PTEN,SRC,JAK2,BCL2,IL6,TNF,BRCA1,AKT1,MYC,PTPN11,CTNNB1
GO:0048731	System development	28	3867	0.69	0.94	3.19e-16	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,RUNX1,FN1,JUN,PTEN,SRC,BRCA2,JAK2,GRB2,BCL2,IL6,TNF,ESR1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0031399	Regulation of protein modification process	22	1560	0.98	1.61	4.26e-16	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000451828,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,EGF,TP53,ERBB2,EGFR,ATM,FN1,JUN,PTEN,SRC,JAK2,BCL2,IL6,TNF,BRCA1,AKT1,PTPN11,CTNNB1
GO:0009628	Response to abiotic stimulus	20	1107	1.09	1.92	4.66e-16	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,TP53,EGFR,ATM,JUN,PTEN,SRC,BRCA2,GRB2,BCL2,TNF,BRCA1,PIK3R1,AKT1,MYC,CTNNB1
GO:0009719	Response to endogenous stimulus	21	1363	1.02	1.71	7.92e-16	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000360266,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,PIK3CA,FGF2,STAT3,TP53,ERBB2,EGFR,JUN,SRC,JAK2,GRB2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,PTPN11,CTNNB1
GO:0070887	Cellular response to chemical stimulus	25	2609	0.81	1.18	1.03e-15	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,TP53,ERBB2,EGFR,ATM,JUN,PTEN,SRC,JAK2,GRB2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0051246	Regulation of protein metabolic process	25	2622	0.81	1.18	1.12e-15	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,RUNX1,FN1,JUN,PTEN,SRC,JAK2,BCL2,IL6,TNF,BRCA1,AKT1,MYC,PTPN11,CTNNB1
GO:1902533	Positive regulation of intracellular signal transduction	19	997	1.11	1.97	1.95e-15	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	EP300,IL1B,PIK3CA,FGF2,EGF,TP53,ERBB2,EGFR,ATM,FN1,JUN,PTEN,SRC,JAK2,IL6,TNF,MYC,PTPN11,CTNNB1
GO:0045893	Positive regulation of transcription, DNA-templated	22	1710	0.94	1.48	2.32e-15	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000360266,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000495360	EP300,IL1B,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,RUNX1,JUN,SRC,BRCA2,JAK2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,MYC,CTNNB1
GO:0031401	Positive regulation of protein modification process	19	1018	1.1	1.94	2.48e-15	9606.ENSP00000227507,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000451828,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,IL1B,PIK3CA,FGF2,EGF,TP53,ERBB2,EGFR,ATM,PTEN,SRC,JAK2,BCL2,IL6,TNF,BRCA1,AKT1,PTPN11,CTNNB1
GO:0071310	Cellular response to organic substance	23	2019	0.89	1.35	2.48e-15	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000360266,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,TP53,ERBB2,EGFR,ATM,JUN,SRC,JAK2,GRB2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,PTPN11,CTNNB1
GO:0007166	Cell surface receptor signaling pathway	23	2040	0.88	1.34	2.93e-15	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,FN1,JUN,PTEN,SRC,JAK2,GRB2,BCL2,IL6,TNF,PIK3R1,AKT1,PTPN11,CTNNB1
GO:0001775	Cell activation	17	693	1.22	2.3	3.67e-15	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000495360	EP300,IL1B,PIK3CA,STAT3,TP53,ERBB2,ATM,FN1,JUN,PTEN,SRC,JAK2,BCL2,IL6,TNF,PIK3R1,CTNNB1
GO:0009967	Positive regulation of signal transduction	21	1525	0.97	1.55	5.19e-15	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,FN1,JUN,PTEN,SRC,JAK2,IL6,TNF,PIK3R1,MYC,PTPN11,CTNNB1
GO:0048584	Positive regulation of response to stimulus	23	2131	0.87	1.28	6.91e-15	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,FN1,JUN,PTEN,SRC,JAK2,BCL2,IL6,TNF,BRCA1,PIK3R1,MYC,PTPN11,CTNNB1
